Sampling_event,River,Site,Location_Code,Lat,Lon,Presentation,Replicate,Quarry,Date,Time,Treatment,Guppy_Number,Male_Female_ratio,Guppy_length_mm,Control_first,Flow_max_rps,Max_Flow_ms,Depth_cm,Width_m,Min_from_sunrise,Turb_mean_NTU,DO_mgL,Temp_mean_C,Light_mean_lux,Canopy_cover,Trial_length_min,APtottime,APproptime,APAttack,APvisits,CFtottime,CFproptime,CFAttack,CFvisits,HMtottime,HMproptime,HMAttack,HMvisits,HTtottime,HTproptime,HTAttack,HTvisits,AHtottime,AHproptime,AHAttack,AHvisits,ABtottime,ABproptime,ABAttack,ABvisits,RQtottime,RDtottime,RDproptime,RDAttack,RDvisits,MCtottime,MCproptime,MCAttack,MCvisits,MCFirstV,MCFirstA,RDFirstV,RDFirstA,RQFirstV,RQFirstA,ABFirstV,ABFirstA,AHFirstV,AHFirstA,HTFirstV,HTFirstA,HMFirstV,HMFirstA,CFFirstV,CFFirstA,APFirstV,APFirstA,Predtottime,Predproptime,PredAttack,PredFirstV,PredFirstA,Predvisits,Trial_length,AP,CF,HM,HT,AH,AB,RQ,RD,MC
se210,st joseph,3,1StC3,10.7027705,-61.4063281,3,2,y,09/05/2022,14:37,control,0,NA,NA,y,0,0,63,5,532,1.34,13.9,27.4,3099.2,50.25,15,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,461,900,900,900,1,900,900,900,900,900,461,900,10,0,0,308,900,2,15,1,0,0,1,0,0,0,0,0
se211,st joseph,3,1StC1,10.6953817,-61.4069179,4,2,y,09/05/2022,15:07,prey,10,0.2,27.3,y,0,0,53,7,562,1.87,14.8,27.14,884.73,67.73,15,709,1,41,8,780,1,295,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,134,900,900,900,134,900,900,900,134,143,204,212,780,1,336,151,178,13,15,1,1,0,0,0,0,0,0,0
se212,st joseph,3,1StC2,10.7021109,-61.4059031,5,2,y,09/05/2022,15:28,prey,10,0.2,27.3,y,0.17,0.04,50,7.5,583,1.14,14.6,27.13,724.4,58.24,15,68,0,0,2,438,0,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,130,900,900,900,26,900,900,900,325,357,130,900,506,1,19,153,357,9,15,1,1,0,1,0,1,0,0,0
se213,st joseph,3,1StC3,10.7027705,-61.4063281,6,2,y,09/05/2022,15:48,prey,10,0.2,27.3,y,0,0,63,5,603,1.34,13.9,27.23,3356.27,50.25,15,30,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,682,900,900,900,5,900,900,900,900,900,682,900,30,0,0,456,900,2,15,1,0,0,1,0,0,0,0,0
se214,arima,2,4ArB1,10.6898261,-61.2902994,1,2,y,10/05/2022,09:15,prey,10,0.4,27.5,n,0.07,0.02,51,2,210,1.44,14.7,25.12,3299.6,94.31,15,853,1,0,14,123,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,43,900,900,900,43,900,900,900,124,900,43,900,853,1,0,64,900,21,15,1,1,0,0,0,0,0,0,0
se215,arima,2,4ArB2,10.6910773,-61.2908238,2,2,y,10/05/2022,09:37,prey,10,0.4,27.5,n,0,0,54,10,232,1.56,13.2,25.92,31504.87,29.53,15,868,1,8,22,321,0,49,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,30,900,900,900,30,900,900,900,587,588,30,595,868,1,57,169,591,24,15,1,1,0,0,0,0,0,0,0
se216,arima,2,4ArB3,10.6910499,-61.2907148,3,2,y,10/05/2022,09:53,prey,10,0.4,27.5,n,0,0,56,10,248,1.59,14.3,25.76,31957.47,29.9,15,80,0,0,3,537,1,10,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,86,900,900,900,86,900,900,900,86,121,223,900,568,1,10,120,121,14,15,1,1,0,0,0,0,0,0,0
se217,arima,2,4ArB1,10.6898261,-61.2902994,4,2,y,10/05/2022,10:25,control,0,NA,NA,n,0.07,0.02,51,2,280,1.44,14.7,26,13905.53,94.31,15,95,0,0,6,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,285,900,900,900,285,900,900,900,310,900,285,900,104,0,0,291,900,8,15,1,1,0,0,0,0,0,0,0
se218,arima,2,4ArB2,10.6910773,-61.2908238,5,2,y,10/05/2022,10:54,control,0,NA,NA,n,0,0,54,10,309,1.56,13.2,27.09,50568,29.53,15,167,0,0,11,69,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,99,900,900,900,99,900,900,900,154,900,99,900,178,0,0,113,900,15,15,1,1,0,0,0,0,0,0,0
se219,arima,2,4ArB3,10.6910499,-61.2907148,6,2,y,10/05/2022,11:10,control,0,NA,NA,n,0,0,56,10,325,1.59,14.3,26.34,35644.53,29.9,15,25,0,0,4,122,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,105,900,900,900,105,900,900,900,105,900,155,900,130,0,0,117,900,7,15,1,1,0,0,0,0,0,0,0
se220,arima,1,4ArA1,10.692835,-61.292449,1,2,y,10/05/2022,12:53,control,0,NA,NA,y,0,0,92,12,428,4.6,16,25.74,29420,4.14,15,198,0,0,17,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,114,900,900,900,114,900,900,900,275,900,114,900,201,0,0,154,900,18,15,1,1,0,0,0,0,0,0,0
se221,arima,1,4ArA2,10.692755,-61.292442,2,2,y,10/05/2022,13:10,control,0,NA,NA,y,0,0,53,10,445,1.31,16.7,29.02,19780.73,26.68,14,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,840,840,500,840,840,840,500,840,840,840,500,840,840,840,9,0,0,500,840,1,14,0,1,0,0,0,0,0,0,0
se222,arima,1,4ArA3,10.6927453,-61.292564,3,2,y,10/05/2022,13:25,control,0,NA,NA,y,0,0,67,12,460,1.76,16.8,26.11,8507.93,3.34,15,67,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,159,900,900,900,159,900,900,900,900,900,159,900,67,0,0,159,900,6,15,1,0,0,0,0,0,0,0,0
se223,arima,1,4ArA1,10.692835,-61.292449,4,2,y,10/05/2022,13:44,prey,11,0.27,24.9,y,0,0,92,12,479,4.6,16,29.58,22276.4,4.14,15,537,1,51,27,746,1,190,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,109,900,900,900,109,900,900,900,162,169,109,176,766,1,241,122,173,42,15,1,1,0,0,0,0,0,0,0
se224,arima,1,4ArA2,10.692755,-61.292442,5,2,y,10/05/2022,14:00,prey,11,0.27,24.9,y,0,0,53,10,495,1.31,16.7,27.02,56453.47,26.68,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840,840,840,840,840,840,840,840,840,840,900,840,840,840,840,840,840,840,0,0,0,840,840,0,14,0,0,0,0,0,0,0,0,0
se225,arima,1,4ArA3,10.6927453,-61.292564,6,2,y,10/05/2022,14:15,prey,11,0.27,24.9,y,0,0,67,12,510,1.76,16.8,26.89,36184.93,3.34,15,49,0,0,4,47,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,900,900,900,900,900,900,109,900,900,900,109,900,900,900,109,900,109,900,76,0,0,109,900,7,15,1,1,0,0,0,0,0,0,0
