Sampling_event,River,Location_Code,Replicate,Treatment,Control_first,Min_from_sunrise,Log_Flow_ms,Depth_cm,Width_m,LOG_Turb_mean_NTU,LOG_DO_mgL,LOG_Temp_mean_C,LOG_Light_mean_lux,LOG_Canopy_cover,totPredPA,TopPPA,Predvisits,TopPvisits,PredFirstV,Predtottime,TopPredTotTime,PredAttack,TopAttack,PredFirstA,LatencyPredFirstA,Trial_length_min,Trial_length_sec,Guppy_Number,Male_Female_ratio,Guppy_length_mm,Time,PC1,PC2,PC3,Sediment_type,Sediment_numeric,Quarry,UpDownStream,UpDownStreamCode,AP,SF,HM,HT,AH,AB,RQ,RD
se090,aripo,6ArC3,1,control,n,336,0,53,12,0.608526034,1.176091259,1.460446784,4.688692683,0,1,1,2,2,147,25,25,0,0,900,0,15,900,0,NA,NA,am,4.439000502,1.069213396,-0.711368342,pebbles,3,n,C,down,1,0,0,1,0,1,0,0
se091,arima,4ArA1,1,prey,n,223,0,45,12,0.73239376,1.123851641,1.399327532,3.531487858,1.202760687,1,1,3,3,232,35,35,0,0,900,0,15,900,11,0.09,18.4,am,0.429836685,-0.399957148,-1.408969142,silt,1,n,A,up,1,0,0,0,0,0,0,0
se092,arima,4ArA2,1,prey,n,242,0,56,10,0.781036939,1.1430148,1.397418542,4.083755884,1.390405156,1,1,24,24,124,410,532,30,30,174,726,15,900,11,0.09,18.4,am,0.606024117,-0.336749505,-0.89144977,silt,1,n,A,up,1,1,0,0,0,0,0,0
se093,arima,4ArA3,1,prey,n,263,0,50,12,0.835056102,1.152288344,1.402261382,4.24238413,0.390935107,1,1,3,3,452,17,17,0,0,900,0,15,900,11,0.09,18.4,am,2.423387469,-0.435192138,-1.173778046,silt,1,n,A,up,1,0,0,0,0,0,0,0
se094,arima,4ArA1,1,control,n,294,0,45,12,0.73239376,1.123851641,1.403120521,4.043744525,1.202760687,0,0,0,0,840,0,0,0,0,840,0,14,840,0,NA,NA,am,0.934152117,-0.239294487,-1.193749646,silt,1,y,A,up,0,0,0,0,0,0,0,0
se095,arima,4ArA2,1,control,n,311,0,56,10,0.781036939,1.1430148,1.402261382,3.853130338,1.390405156,1,1,23,23,18,257,265,0,0,840,0,14,840,0,NA,NA,am,0.499250625,-0.232943684,-1.075654808,silt,1,y,A,up,1,1,0,0,0,0,0,0
se096,arima,4ArA3,1,control,n,329,0,50,12,0.835056102,1.152288344,1.404149249,3.651452472,0.390935107,1,1,11,11,335,128,128,0,0,900,0,15,900,0,NA,NA,am,1.956621966,-0.45211151,-1.505535429,silt,1,y,A,up,1,0,0,0,0,0,0,0
se097,arima,4ArB1,1,control,n,206,0.173186268,59,2,0.521138084,1.152288344,1.406369835,3.534711293,1.718916686,1,1,1,1,644,61,61,0,0,900,0,15,900,0,NA,NA,am,-0.999765417,-2.009257478,0.590228834,pebbles,3,y,B,mid,0,1,0,0,0,0,0,0
se098,arima,4ArB2,1,control,n,227,0,52,10,0.56937391,1.146128036,1.404491618,3.834467119,1.222716471,1,1,16,16,171,244,272,0,0,900,0,15,900,0,NA,NA,am,0.60406344,-0.268653129,-0.382340888,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se099,arima,4ArB3,1,control,n,243,0,58,10,0.592176757,1.133538908,1.401745082,3.872983268,1.389343311,1,1,14,14,92,337,339,1,1,32,868,15,900,0,NA,NA,am,0.393947619,-0.108754828,-0.260022819,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se100,arima,4ArB1,1,prey,y,267,0.173186268,59,2,0.521138084,1.152288344,1.40534636,3.40825184,1.718916686,1,1,8,8,45,124,124,6,6,695,205,15,900,11,0.09,27,am,-1.125863902,-2.05126217,0.53825923,pebbles,3,n,B,mid,0,1,0,0,0,0,0,0
se101,arima,4ArB2,1,prey,y,298,0,52,10,0.56937391,1.146128036,1.428296814,4.634712995,1.222716471,1,1,22,22,89,236,244,8,8,648,252,15,900,11,0.09,27,am,1.720202907,0.463109389,-0.284441147,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se102,arima,4ArB3,1,prey,y,315,0,58,10,0.592176757,1.133538908,1.416141031,4.203989675,1.389343311,1,1,24,24,228,576,586,46,46,315,585,15,900,11,0.09,27,am,0.939150753,0.316254641,-0.280166114,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se103,arima,4ArC1,1,prey,n,457,0.08278537,60,3,1.156851901,1.201397124,1.460747542,3.278936423,1.514282048,1,0,5,0,154,7,0,0,0,900,0,15,900,10,0.2,22.8,am,0.617076702,-0.106292148,-2.927850195,sand,2,n,C,down,0,0,0,0,0,1,0,0
se104,arima,4ArC2,1,prey,n,476,0.201397124,45,5,1.102090526,1.198657087,1.454234896,2.296511625,1.840670561,0,0,0,0,900,0,0,0,0,900,0,15,900,10,0.2,22.8,am,-0.530152362,-1.734726039,-3.641943295,sand,2,n,C,down,0,0,0,0,0,0,0,0
se105,arima,4ArC3,1,prey,n,493,0,53,2,1.10720997,1.198657087,1.453624074,2.8989061,1.653694795,1,1,1,1,425,6,6,0,0,900,0,15,900,10,0.2,22.8,am,-0.433772966,0.322248009,-3.108871513,silt,1,n,C,down,1,0,0,0,0,0,0,0
se106,guanapo,5GuA1,1,control,y,357,0.252853031,71,4,0.42975228,1.149219113,1.414137362,3.969055559,1.717087725,1,1,3,1,212,12,6,0,0,900,0,15,900,0,NA,NA,am,0.03135106,-2.171156527,1.361560399,pebbles,3,y,A,up,1,0,0,1,0,1,0,0
se107,guanapo,5GuA2,1,control,y,376,0.28780173,63,7,0.432969291,1.164352856,1.412460547,4.247605064,0.004321374,1,1,3,0,344,6,0,0,0,900,0,15,900,0,NA,NA,am,2.950490741,-2.892063713,1.508490302,rock,4,y,A,up,0,0,0,1,0,1,0,0
se108,guanapo,5GuA1,1,prey,y,417,0,69,3,0.416640507,1.155336037,1.413467413,4.123810169,1.717087725,1,1,3,3,48,19,19,0,0,900,0,15,900,10,0.3,21.9,am,-0.418978694,0.16174871,1.146775928,pebbles,3,y,A,up,1,0,0,1,0,0,0,0
se109,guanapo,5GuA2,1,prey,y,434,0.252853031,71,4,0.42975228,1.149219113,1.412964272,4.365355617,0.004321374,1,1,7,0,63,34,0,0,0,900,0,15,900,10,0.3,21.9,am,2.60818897,-2.344676495,2.030267379,rock,4,y,A,up,0,0,0,1,0,1,0,0
se110,guanapo,5GuA3,1,prey,n,468,0.041392685,53,4,0.451786436,1.155336037,1.405858399,3.572438253,1.756483964,1,1,7,1,126,27,16,0,0,900,0,15,900,10,0.3,21.9,am,-1.067814925,-0.81524317,0.338376123,pebbles,3,y,A,up,1,0,0,1,0,1,0,0
se111,guanapo,5GuA3,1,control,n,493,0,69,3,0.416640507,1.155336037,1.410102077,3.396361523,1.756483964,1,1,14,14,74,80,81,0,0,840,0,14,840,0,NA,NA,am,-1.150072695,-0.007752115,0.803915575,pebbles,3,y,A,up,1,0,0,1,0,0,0,0
se112,aripo,6ArA1,2,control,y,244,0,45,5,0.336459734,1.103803721,1.414304688,2.791690649,1.85388065,1,0,5,0,125,146,0,0,0,900,0,15,900,0,NA,NA,am,-2.063138742,-0.029877258,-0.031690057,leaf_litter,5,n,A,up,0,0,0,0,1,0,0,0
se113,aripo,6ArA2,2,control,y,260,0,55,4,0.336459734,1.103803721,1.408070286,3.145466784,1.764922985,1,0,11,0,12,845,0,3,0,220,680,15,900,0,NA,NA,am,-1.76492261,0.014043458,0.626091862,leaf_litter,5,n,A,up,0,0,0,0,1,0,0,0
se114,aripo,6ArA3,2,control,y,279,0,41,2,0.579783597,1.11058971,1.410945859,3.518724456,1.751817788,1,0,7,0,87,364,0,0,0,900,0,15,900,0,NA,NA,am,-1.694755101,-0.308484275,-0.393970367,pebbles,3,n,A,up,0,0,0,0,1,0,0,0
se115,aripo,6ArA1,2,prey,y,302,0,45,5,0.336459734,1.103803721,1.413634997,3.446526294,1.85388065,1,0,11,0,25,844,0,7,0,50,850,15,900,10,0.7,21.9,am,-1.519780611,0.027117343,0.316986008,leaf_litter,5,y,A,up,0,0,0,0,1,0,0,0
se116,aripo,6ArA2,2,prey,y,318,0,55,4,0.336459734,1.103803721,1.411619706,3.053308981,1.764922985,1,0,10,0,98,392,0,1,0,114,786,15,900,10,0.7,21.9,am,-1.777949688,0.098929603,0.530968051,leaf_litter,5,y,A,up,0,0,0,0,1,0,0,0
se117,aripo,6ArA3,2,prey,y,336,0,41,2,0.579783597,1.11058971,1.418135498,4.017275474,1.751817788,1,0,15,0,68,373,0,0,0,900,0,15,900,10,0.7,21.9,am,-1.139701989,-0.05805777,-0.231134932,pebbles,3,y,A,up,0,0,0,0,1,0,0,0
se118,aripo,6ArB1,2,prey,n,476,0,79,5,0.658011397,1.1430148,1.431846046,3.764838655,1.971971276,1,0,21,0,13,813,0,16,0,17,883,15,900,10,0.2,23.2,am,-0.251542797,0.966394513,-0.128654695,leaf_litter,5,y,B,mid,0,0,0,0,1,0,0,0
se119,aripo,6ArB2,2,prey,n,497,0,60,5,1.163757524,1.11058971,1.430880946,3.886167422,1.672282625,1,0,10,0,24,430,0,2,0,245,655,15,900,10,0.2,23.2,pm,0.052800838,0.670178386,-2.385986913,leaf_litter,5,y,B,mid,0,0,0,0,1,0,0,0
se120,aripo,6ArB3,2,prey,n,514,0,66,3,0.56937391,1.11058971,1.42553422,3.462727338,1.741781696,1,0,18,0,61,796,0,6,0,546,354,15,900,10,0.2,23.2,pm,-0.987037672,0.638020608,0.056264845,pebbles,3,y,B,mid,0,0,0,0,1,0,0,0
se121,aripo,6ArB1,2,control,n,548,0,79,5,0.658011397,1.1430148,1.42258984,3.358073875,1.971971276,1,0,8,0,82,795,0,9,0,246,654,15,900,0,NA,NA,pm,-0.766656762,0.670912225,-0.216323687,leaf_litter,5,n,B,mid,0,0,0,0,1,0,0,0
se122,aripo,6ArB2,2,control,n,572,0,60,5,1.163757524,1.11058971,1.425044875,3.585658091,1.672282625,1,0,2,0,70,29,0,0,0,660,0,11,660,0,NA,NA,pm,-0.309352364,0.478831282,-2.464113295,leaf_litter,5,n,B,mid,0,0,0,0,1,0,0,0
se123,aripo,6ArB3,2,control,n,646,0,66,3,0.56937391,1.11058971,1.420285885,2.789298611,1.741781696,1,0,3,0,201,165,0,0,0,780,0,13,780,0,NA,NA,pm,-1.654836432,0.419764698,-0.223177974,pebbles,3,n,B,mid,0,0,0,0,1,0,0,0
se124,arima,4ArC1,2,control,y,165,0.164352856,51,3,0.901458321,1.184691431,1.416474079,3.592310024,1.444981112,1,1,4,4,64,6,6,0,0,900,0,15,900,0,NA,NA,am,-0.033587136,-2.094823855,-1.285596323,sand,2,y,C,down,0,0,0,1,0,0,0,0
se125,arima,4ArC2,2,control,y,182,0.209515015,50,5,1.031004281,1.164352856,1.412628521,3.309985547,1.815909651,0,0,0,0,900,0,0,0,0,900,0,15,900,0,NA,NA,am,-0.531218421,-2.464125562,-2.060196962,sand,2,y,C,down,0,0,0,0,0,0,0,0
se126,arima,4ArC3,2,control,y,199,0,61,2,1.001733713,1.204119983,1.426023016,4.081970933,1.653694795,0,0,0,0,900,0,0,0,0,900,0,15,900,0,NA,NA,am,0.148179647,-0.137493678,-1.506391771,silt,1,y,C,down,0,0,0,0,0,0,0,0
se127,arima,4ArC1,2,prey,y,221,0.164352856,51,3,0.901458321,1.184691431,1.428134794,4.264901133,1.444981112,0,0,0,0,762,0,0,0,0,900,0,15,900,10,0.5,22.3,am,0.75124158,-1.7042393,-1.092057151,sand,2,y,C,down,0,0,0,0,0,0,0,0
se128,arima,4ArC2,2,prey,y,237,0.209515015,50,5,1.031004281,1.164352856,1.427161403,3.701953757,1.815909651,0,0,0,0,900,0,0,0,0,900,0,15,900,10,0.5,22.3,am,0.06822757,-2.028451746,-2.050536448,sand,2,y,C,down,0,0,0,0,0,0,0,0
se129,arima,4ArC3,2,prey,y,253,0,61,2,1.001733713,1.204119983,1.439963936,4.389605474,1.653694795,0,0,0,0,55,0,0,0,0,900,0,15,900,10,0.5,22.3,am,0.665195803,0.272603452,-1.532596174,silt,1,y,C,down,0,0,0,0,0,0,0,0
se130,turure,7TuB1,2,control,y,414,0.068185862,51,4,0.390935107,1.190331698,1.450557009,3.364213184,1.82445127,1,1,16,10,27,139,152,0,0,900,0,15,900,0,NA,NA,pm,-0.345187484,-0.16549503,-0.238631021,leaf_litter,5,y,B,mid,1,1,0,1,0,1,0,0
se131,turure,7TuB2,2,control,y,433,0,56,8,0.432969291,1.176091259,1.444044796,3.023857169,1.869994,1,1,5,2,50,7,5,0,0,900,0,15,900,0,NA,NA,pm,-0.351807236,0.607616943,-0.758503908,leaf_litter,5,y,B,mid,1,0,0,1,0,1,0,0
se132,turure,7TuB3,2,control,y,450,0,57,5,0.553883027,1.193124598,1.448860846,3.898048537,1.68547302,1,1,27,9,74,245,113,0,0,900,0,15,900,0,NA,NA,pm,0.460997706,0.609335975,-0.541530416,leaf_litter,5,y,B,mid,1,1,0,1,0,1,0,1
se133,turure,7TuB1,2,prey,y,472,0.068185862,51,4,0.390935107,1.190331698,1.447468131,3.632659713,1.82445127,1,1,13,4,35,105,94,0,0,900,0,15,900,10,0.2,24.1,pm,-0.174116035,-0.217806136,-0.05818137,leaf_litter,5,y,B,mid,1,0,0,0,0,1,0,0
se134,turure,7TuB2,2,prey,y,491,0,56,8,0.432969291,1.176091259,1.445292769,3.022234483,1.869994,1,1,13,9,107,151,143,2,1,310,590,15,900,10,0.2,24.1,pm,-0.330269535,0.640988241,-0.77597974,leaf_litter,5,y,B,mid,1,1,0,1,0,1,0,0
se135,turure,7TuB3,2,prey,y,509,0,57,5,0.553883027,1.193124598,1.450710878,3.815130607,1.68547302,1,1,49,38,26,901,1780,219,218,44,856,15,900,10,0.2,24.1,pm,0.424607778,0.649585017,-0.60920955,leaf_litter,5,y,B,mid,1,1,0,1,0,0,0,1
se136,st joseph,1StB1,2,control,y,177,0,50,2,0.324282455,0.995635195,1.41480628,2.489578833,1.837209528,1,1,58,52,50,656,988,1,1,621,279,15,900,0,NA,NA,am,-3.204301872,0.713284841,0.461914593,rock,4,y,B,mid,1,1,0,0,0,1,0,0
se137,st joseph,1StB2,2,control,y,197,0,109,4,0.309630167,0.939519253,1.412796429,2.471100932,1.820070034,1,1,11,11,91,187,202,0,0,900,0,15,900,0,NA,NA,am,-2.449695493,2.358121216,2.171308571,leaf_litter,5,y,B,mid,1,1,0,0,0,1,0,0
se138,st joseph,1StB3,2,control,y,216,0,56,8,0.26245109,0.903089987,1.431524584,4.082033498,1.536558443,1,1,8,7,167,81,82,0,0,900,0,15,900,0,NA,NA,am,-0.731064365,2.276846314,1.242039348,pebbles,3,y,B,mid,1,1,0,0,0,1,0,0
se139,st joseph,1StB1,2,prey,y,239,0,50,2,0.324282455,0.995635195,1.420615771,2.697752274,1.837209528,1,1,45,31,37,883,1229,289,289,46,854,15,900,10,0.2,26.1,am,-2.92098747,0.893341461,0.492488406,rock,4,y,B,mid,1,1,0,0,0,1,0,0
se140,st joseph,1StB2,2,prey,y,257,0,109,4,0.309630167,0.939519253,1.414304688,2.674980486,1.820070034,1,1,43,41,129,891,1162,156,153,357,543,15,900,10,0.2,26.1,am,-2.249001562,2.422028798,2.256984659,leaf_litter,5,y,B,mid,1,1,0,0,0,1,1,0
se141,st joseph,1StB3,2,prey,y,275,0,56,8,0.26245109,0.903089987,1.4448252,4.60539696,1.536558443,1,1,31,30,220,766,1298,251,251,342,558,15,900,10,0.2,26.1,am,-0.042750379,2.694434791,1.336296545,pebbles,3,y,B,mid,1,1,1,0,0,1,0,0
se142,st joseph,1StA1,2,prey,n,419,0,51,5,0.396199347,1.161368002,1.45377686,4.282698227,1.702947246,1,1,43,42,188,778,1382,248,248,546,354,15,900,12,0.5,22.8,pm,0.532767423,0.904204094,0.083046546,silt,1,y,A,up,1,1,1,0,0,1,0,0
se143,st joseph,1StA2,2,prey,n,435,0,83,4,0.371067862,1.149219113,1.451939869,4.553267178,1.394451681,1,1,48,46,102,884,1145,106,106,652,308,16,960,12,0.5,22.8,pm,1.354362276,1.586657318,1.4448414,rock,4,y,A,up,1,1,1,0,0,1,0,0
se144,st joseph,1StA3,2,prey,n,453,0,60,6,0.503790683,1.117271296,1.4448252,3.812400587,1.792741786,1,1,67,67,50,943,1881,346,346,18,942,16,960,12,0.5,22.8,pm,-0.060992302,1.131391696,-0.213850353,sand,2,y,A,up,1,1,0,0,0,1,1,0
se145,st joseph,1StA1,2,control,n,481,0,51,5,0.396199347,1.161368002,1.453929592,3.986932886,1.702947246,1,1,50,50,28,441,735,0,0,900,0,15,900,0,NA,NA,pm,0.284602902,0.874435228,-0.072441808,silt,1,y,A,up,1,1,0,0,0,0,0,0
se146,st joseph,1StA2,2,control,n,497,0,83,4,0.371067862,1.149219113,1.457124626,4.505653604,1.394451681,1,1,30,27,16,260,269,0,0,900,0,15,900,0,NA,NA,pm,1.409159974,1.720618483,1.351031564,rock,4,y,A,up,1,1,0,1,0,1,0,0
se147,st joseph,1StA3,2,control,n,514,0,60,6,0.503790683,1.117271296,1.44684771,3.597519678,1.792741786,1,1,79,55,87,820,991,3,3,466,494,16,960,0,NA,NA,pm,-0.206191229,1.161164066,-0.352295067,sand,2,y,A,up,1,1,0,0,0,1,1,0
se148,caura,2CaC1,2,control,y,231,0.10720997,56,12.5,0.437750563,1.178976947,1.417803723,3.134135653,1.779957051,1,1,7,7,191,63,62,0,0,900,0,15,900,0,NA,NA,am,0.209184836,-1.014269454,-0.567184568,rock,4,n,C,down,1,1,0,0,0,0,0,0
se149,caura,2CaC2,2,control,y,251,0.021189299,71,11,0.506505032,1.193124598,1.412124406,3.301479258,1.767675224,1,1,1,1,52,23,23,0,0,900,0,15,900,0,NA,NA,am,0.216850802,-0.153887661,-0.265709536,pebbles,3,n,C,down,1,0,0,0,0,0,0,0
se150,caura,2CaC3,2,control,y,266,0,57,9,0.389166084,1.176091259,1.413802517,3.84456415,1.779307828,1,1,2,2,359,19,19,0,0,900,0,15,900,0,NA,NA,am,0.041670324,-0.062949324,0.207718827,leaf_litter,5,n,C,down,0,1,0,1,0,1,0,0
se151,caura,2CaC1,2,prey,y,288,0.10720997,56,12.5,0.437750563,1.178976947,1.419294722,4.118756295,1.779957051,1,1,22,22,153,554,671,27,27,193,707,15,900,10,0.3,23.6,am,1.072052371,-0.861403157,-0.076204693,rock,4,y,C,down,1,1,0,0,0,0,0,0
se152,caura,2CaC2,2,prey,y,304,0.021189299,71,11,0.506505032,1.193124598,1.413969972,3.247990442,1.767675224,0,0,0,0,900,0,0,0,0,900,0,15,900,10,0.3,23.6,am,0.20535067,-0.110388019,-0.318060367,pebbles,3,y,C,down,0,0,0,0,0,0,0,0
se153,caura,2CaC3,2,prey,y,322,0,57,9,0.389166084,1.176091259,1.418135498,3.516385956,1.779307828,1,1,13,13,140,477,477,23,23,398,502,15,900,10,0.3,23.6,am,-0.157242312,0.015973458,-0.020303893,leaf_litter,5,y,C,down,0,1,0,1,0,1,0,0
se154,lopinot,3LoC1,2,prey,n,499,0,51,8,0.423245874,1.170261715,1.435525851,2.964919294,1.721975402,1,1,11,11,25,243,246,0,0,900,0,15,900,10,0.3,25,pm,-0.465234654,0.291667829,-0.730781136,leaf_litter,5,y,C,down,1,1,0,0,0,0,0,0
se155,lopinot,3LoC2,2,prey,n,517,0,68,12,0.507855872,1.155336037,1.428620673,2.871532073,1.734319681,1,1,16,14,7,119,85,3,3,128,772,15,900,10,0.3,25,pm,0.069335612,0.671540593,-0.828421894,leaf_litter,5,y,C,down,0,1,1,1,0,0,0,0
se156,lopinot,3LoC3,2,prey,n,536,0.123851641,60,8,0.450249108,1.178976947,1.428134794,3.639254339,1.702688968,1,1,10,10,369,228,406,124,124,725,175,15,900,10,0.3,25,pm,0.385769344,-0.904505304,0.03878321,pebbles,3,y,C,down,1,1,0,0,0,0,0,0
se157,lopinot,3LoC1,2,control,n,570,0,51,8,0.423245874,1.170261715,1.432006687,2.919182729,1.721975402,1,1,2,2,222,38,38,0,0,900,0,15,900,0,NA,NA,pm,-0.568661004,0.191801402,-0.707604658,leaf_litter,5,n,C,down,1,0,0,0,0,0,0,0
se158,lopinot,3LoC2,2,control,n,588,0,68,12,0.507855872,1.155336037,1.425860145,2.671977717,1.734319681,1,1,13,13,139,134,139,0,0,900,0,15,900,0,NA,NA,pm,-0.15068171,0.57445573,-0.895162738,leaf_litter,5,n,C,down,1,1,0,1,0,0,0,0
se159,lopinot,3LoC3,2,control,n,605,0.123851641,60,8,0.450249108,1.178976947,1.424554977,3.085861174,1.702688968,1,1,26,26,174,368,372,2,2,393,507,15,900,0,NA,NA,pm,-0.149537927,-1.064147516,-0.20062055,pebbles,3,n,C,down,0,1,0,1,0,0,0,0
se160,lopinot,3LoB1,2,control,y,228,0,55,3,0.392696953,0.986771734,1.423245874,3.871253518,1.948021533,1,1,30,30,83,332,384,1,1,595,305,15,900,0,NA,NA,am,-1.827162497,1.298892774,0.853785312,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se161,lopinot,3LoB2,2,control,y,-293,0,55,4,0.354108439,1.017033339,1.414973348,3.206375163,1.844352896,1,1,9,9,97,158,158,0,0,900,0,15,900,0,NA,NA,am,-2.129065716,0.815388889,0.650841393,leaf_litter,5,n,B,mid,1,0,0,0,0,0,0,0
se162,lopinot,3LoB3,2,control,y,264,0,53,9.5,0.369215857,1.008600172,1.423081958,4.2771201,1.719331287,1,1,9,9,97,158,158,0,0,900,0,15,900,0,NA,NA,am,-0.196909952,1.326561616,0.579706619,silt,1,n,B,mid,1,0,0,0,0,0,0,0
se163,lopinot,3LoB1,2,prey,y,285,0,55,3,0.392696953,0.986771734,1.428458774,4.369427385,1.948021533,1,1,54,54,51,832,862,189,189,63,837,15,900,11,0.18,24.5,am,-1.308725242,1.496122901,1.042772545,pebbles,3,y,B,mid,1,1,0,0,0,0,0,0
se164,lopinot,3LoB2,2,prey,y,303,0,55,4,0.354108439,1.017033339,1.425208051,3.378955402,1.844352896,1,1,25,25,76,856,948,46,46,108,792,15,900,11,0.18,24.5,am,-1.794700204,1.110359783,0.60396572,leaf_litter,5,y,B,mid,1,1,0,0,0,0,0,0
se165,lopinot,3LoB3,2,prey,y,320,0,53,9.5,0.369215857,1.008600172,1.432809005,4.269293407,1.719331287,1,1,23,23,49,330,331,12,12,444,456,15,900,11,0.18,24.5,am,-0.024948359,1.587218925,0.445996418,silt,1,y,B,mid,1,1,0,0,0,0,0,0
se166,lopinot,3LoA1,2,prey,n,459,0,64,2,0.411619706,1.152288344,1.435525851,3.35894512,1.890756252,1,1,19,19,247,433,773,12,12,330,570,15,900,10,0.4,26.1,pm,-1.118703586,0.57139003,0.375509897,sand,2,n,A,up,1,1,0,0,0,0,0,0
se167,lopinot,3LoA2,2,prey,n,478,0,52,7,0.414973348,1.164352856,1.446226402,4.651440166,1.677150521,1,1,11,11,135,113,133,0,0,900,0,15,900,10,0.4,26.1,pm,1.060150272,0.800148882,0.16772157,sand,2,n,A,up,1,1,0,0,0,0,0,0
se168,lopinot,3LoA3,2,prey,n,500,0.068185862,66,4,0.334453751,1.170261715,1.443262987,4.201681098,1.746634199,1,1,22,22,154,817,1201,116,116,312,588,15,900,10,0.4,26.1,pm,0.406646096,0.191042107,0.997725622,pebbles,3,n,A,up,1,1,0,1,0,0,1,0
se169,lopinot,3LoA1,2,control,n,530,0,64,2,0.411619706,1.152288344,1.442009159,3.113030375,1.890756252,0,0,0,0,900,0,0,0,0,900,0,15,900,0,NA,NA,pm,-1.208329183,0.717555769,0.161506926,sand,2,n,A,up,0,0,0,0,0,0,0,0
se170,lopinot,3LoA2,2,control,n,548,0,52,7,0.414973348,1.164352856,1.450249108,4.570915549,1.677150521,0,0,0,0,840,0,0,0,0,840,0,14,840,0,NA,NA,pm,1.06568465,0.899093785,0.072325117,sand,2,n,A,up,0,0,0,0,0,0,0,0
se171,lopinot,3LoA3,2,control,n,569,0.068185862,66,4,0.334453751,1.170261715,1.44357588,3.861980424,1.746634199,1,1,12,12,91,462,464,1,1,684,216,15,900,0,NA,NA,pm,0.124141452,0.160547692,0.817307448,pebbles,3,n,A,up,1,1,0,1,0,0,0,0
se172,caura,2CaA1,2,prey,n,229,0.117271296,57,5,0.636487896,1.1430148,1.413969972,3.787049365,1.787318757,1,1,6,6,159,764,764,83,83,160,740,15,900,10,0.4,23.1,am,-0.427712897,-1.129451829,-0.206078473,leaf_litter,5,n,A,up,0,1,0,0,0,0,0,0
se173,caura,2CaA2,2,prey,n,258,0.117271296,53,7,0.496929648,1.176091259,1.426185825,4.611827356,1.785044958,1,1,2,2,156,27,32,0,0,900,0,15,900,10,0.4,23.1,am,0.828049998,-0.938780801,0.248133453,pebbles,3,n,A,up,1,1,0,0,0,0,0,0
se174,caura,2CaA3,2,prey,n,275,0.294466226,66,2,0.442479769,1.178976947,1.422261451,4.64965676,1.976074732,1,1,6,6,212,46,37,0,0,900,0,15,900,10,0.4,23.1,am,0.296806703,-2.625424669,1.51311358,sand,2,n,A,up,0,1,0,0,0,0,1,0
se175,caura,2CaA1,2,control,n,303,0.117271296,57,5,0.636487896,1.1430148,1.429267666,4.414929916,1.787318757,1,1,18,18,110,184,184,0,0,900,0,15,900,0,NA,NA,am,0.385957367,-0.646192319,-0.084212999,leaf_litter,5,n,A,up,0,1,0,0,0,0,0,0
se176,caura,2CaA2,2,control,n,321,0.117271296,53,7,0.496929648,1.176091259,1.4363217,4.684078388,1.785044958,0,0,0,0,900,0,0,0,0,900,0,15,900,0,NA,NA,am,1.075467476,-0.657958614,0.150520996,pebbles,3,n,A,up,0,0,0,0,0,0,0,0
se177,caura,2CaA3,2,control,n,338,0.294466226,66,2,0.442479769,1.178976947,1.42258984,4.092198687,1.976074732,1,1,4,4,101,29,27,0,0,840,0,14,840,0,NA,NA,am,-0.170189409,-2.68044343,1.21950928,sand,2,n,A,up,0,1,0,0,0,0,1,0
se178,caura,2CaB1,2,control,y,450,0,76,10,0.85308953,1.181843588,1.440436766,3.987769465,1.852235939,1,1,9,9,101,128,128,0,0,900,0,15,900,0,NA,NA,pm,1.21046165,1.002658399,-1.417406384,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se179,caura,2CaB2,2,control,y,469,0.096910013,63,7,0.793790385,1.184691431,1.441223674,4.236787337,1.681783766,1,1,10,10,82,100,100,0,0,900,0,15,900,0,NA,NA,pm,1.212952775,-0.283277717,-1.016277896,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se180,caura,2CaB3,2,control,y,485,0.053078443,61,8,0.836956737,1.201397124,1.436639632,3.269342462,1.782902406,1,1,7,7,87,97,101,0,0,900,0,15,900,0,NA,NA,pm,0.320768416,-0.21587138,-1.88513752,leaf_litter,5,n,B,mid,1,1,0,0,0,0,0,0
se181,caura,2CaB1,2,prey,y,511,0,76,10,0.85308953,1.181843588,1.438542349,3.553235956,1.852235939,1,1,15,15,414,365,627,114,114,635,265,15,900,11,0.2,30.7,pm,0.806958043,0.901949147,-1.617606198,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se182,caura,2CaB2,2,prey,y,529,0.096910013,63,7,0.793790385,1.184691431,1.438858659,3.818344681,1.681783766,1,1,29,29,146,847,946,93,93,405,495,15,900,11,0.2,30.7,pm,0.81446204,-0.394798053,-1.201856768,pebbles,3,n,B,mid,1,1,0,0,0,0,0,0
se183,caura,2CaB3,2,prey,y,546,0.053078443,61,8,0.836956737,1.201397124,1.438542349,3.65132939,1.782902406,1,1,28,28,37,616,1016,63,63,308,592,15,900,11,0.2,30.7,pm,0.679836515,-0.120957413,-1.7123112,leaf_litter,5,n,B,mid,1,1,0,0,0,0,0,0
